"","Response.ID","Comments"
"1916","MSEBILcR","I understand the current Mountain View pool has exceeded its intended lifespan.  It is unfortunate that a building that is only 60 years old finds itself in that position; I have visited much larger aquatic facilities in Europe that are hundreds of years old.  Having a basic understanding of the costs of upgrading the mechanical systems at the current pool vs. breaking ground on an entirely new facility, I would prefer to see the current building upgraded.  I understand this would not provide the same level of accessibility and functionality that a new building would, but I do not believe it is worth the additional cost for the benefit of a small section of the population.  I had similar reservations about the new Salish Coast Elementary.  We are a small, rural county with a limited tax base outside the Port Townsend city limits. We do not have the revenue of our neighbors in Clallam county.  Our considerably higher-than-average per-capita tax burden is already not enough to maintain basic services such as sewer, roads and existing parks.  How will the new facility be maintained, when we are not able to maintain the facilities we already have? What will happen to the current pool? How much will it cost to repurpose that space in addition to building and maintaining an entirely new facility?  What about future pressures on our county's resources due to climate change? I strongly suggest we do everything possible to upgrade our current pool."
"1917","UTDTiAW2","Pool and A community center would be a great asset for the county and well worth paying a bit more in tax."
"1918","sXDTM8Kp","Though I would not use it much I think it is very important"
"1919","aQCYBFPB",""
"1920","FFC4dJDn","Another Jefferson County boondoggle and money request for a very few county persons. Charge the participants enough to cover the real cost of this facility."
"1921","gIfiMzxa","A stripped down aquatic center ( no extra services such as those listed) seems appropriate for the size and tax base of our community."
"1922","U0CYdaMQ","Please take into account that those opposed to any tax increase are generally more angry and more vocal than those OK with a small tax increase.  I think the vocal opposition is a minority of the actual population.  I also think that the major beneficiaries of a new aquatic/recreation center are children.  We as a greater Jefferson County community need to do what is best long term for all the children, even children of the vocal minority who are against a small tax."
"1923","oxEBWOL8","Really excited about potential for a new aquatic center! Having accommodations to make it easy, feel safe, feel welcoming for trans/non-binary youth (and adults) to change, shower, use the facilities would be game changing for some individuals. Even having a progress flag, or a large “ally” sign can make someone feel safe enough to use a space. This may be more important now than ever before"
"1924","EbC4s9mC","If the funding is from grants or government that’s fine. My taxes are high enough"
"1925","kXCil206",""
"1926","KfCYd1S0","I think the county has many more urgent problems than building a new aquatic center and that the money would be best directed elsewhere: roads; affordable housing; public transportation"
"1927","tLC4RLFh",""
"1928","RnDT0at8",""
"1929","sIDTLRpz","I like the Silverdale Y with the lap pool and the zero entry/lazy river pool separate. I like the Bremerton Y pool and the PT pool because they have bleacher/seating area for viewing lessons/swim events.  An inside gym and outside play area would also be welcome but in a difficult funding environment I think it best to focus on the pool facilities and make the building plans flexible enough for future additions/expansions into other uses."
"1930","hkkEJXkK",""
"1931","t7B63nMy","There needs to be a far better appeal to the County than what I've seen thus far.  Just a County location is meaningless if the thing doesn't add significantly to the value of Jefferson life!"
"1932","E9C4QRON","Keep it in the county and do not let Port Townsend mayor or city council have any involvement."
"1933","g6C4TaU1","We have serious infrastructure issues that should be addressed before committing resources to a project that the majority of people in the county will never use."
"1934","0tkWpybp",""
"1935","3gB6p7OS","I just want to keep Mountain View operating. I would support a tax increase to fix and moderately expand pool size. I will not support any plan that closes Mountain View pool. Let’s just do a Port Townsend only tax to fix local pool."
"1936","x2EBBaUx",""
"1937","HoCYdjAC",""
"1938","t1DTiHgd",""
"1939","AKB6mB1F","With all due respect, with property taxes, gas taxes, power, gas and food expenses hitting all new heights, it seems that a new facility is something we really can't afford.  If it is going to be built it should be financed by the people using it not just property owners who face rising property taxes every year.  Many of us can no longer afford to live here let alone finance even more follies that most people won't use and those who do feel that they should be able to without bearing any of the financial burden."
"1940","aOB6EIk3",""
"1941","VMCKuFLA","I just hope this happens sooner rather than later."
"1942","zXCKJcdh","Stick to the obvious priorities that benefit our citizens. Once those priorities are more fully addressed, perhaps reconsider if this project."
"1943","KMCY5Kpe",""
"1944","GYDTBNxh",""
"1945","xeCiFJJh",""
"1946","SnC4UxbP","Do it. It is important to the community."
"1947","D9CK8AsR","Adult swims would be nice on a regular basis"
"1948","xTkdR3Hz",""
"1949","qJfX6aGr","Our family (two adults, two young children) would love to see a new aquatic AND recreation center. We used to live in Seattle and visited our local recreation center almost every week. This is something that is missing on the Peninsula that we would be happy to support as we know that it will be a fun place for our kids to visit when they get older and as myself and my partner age."
"1950","GjEBWa3p","Salt water pool would be great!   Water needs to be warm -- similar to PA pool -- for folks with kids to use the pool regularly.   My 13 year old son is a very poor swimmer because all the water around here was too cold to learn to swim -- Mountain View Pool and natural salt water."
"1951","wrB6TyQY","It’s nice to dream - but one hopes that reality kicks in before getting too far down the wrong path."
"1952","4hkzisCj","Based on materials provided, there is no mention of non aquatic facilities/program, yet survey asks about additional rec center activities.  The focus should be on a community recreation facility that has a pool, not just an aquatic center.  This appeals to me more and I think it would have broader appeal to JeffCO residents as well than just calling it an aquatic facility.  I miss the community rec centers in towns in Colorado where I used to live."
"1953","bYEBZ6CN",""
"1954","FYB694eh",""
"1955","JBDTip0F",""
"1956","m4Cir6AA","Stop spending money on projects we don’t need.  How is the aquatic center in Sequim funding itself and what is its participation rate.  I disagree with the pt proposal 100%.  The cost of living is growing faster than our income can support.  Stop the spending on feel good programs and projects."
"1957","F5koKuwl","too expensive, reduce costs"
