Response.ID,Comments
hwfkDewi,"This is a selfish waste of money and material for the very few who will use this facility -- yet increasing the tax burden for all. For those so committed, perhaps they should gather their resources and build a privately-funded pool."
V5C4E26k,I support a pool to build community
D2DTEn53,"Even though I wouldn't use the facility, I would happily pay additional for families to have a fun place to go."
1bCKZdrv,"Though we no longer have young children or teens, we work for Chimacum School District and see a long, overdue need for this recreation center for families in Jefferson County."
srkszHTg,"Repair the roads (among many other badly needed things that would benefit more people) before chasing this silly, misguided, hideously expensive pipe dream. What a waste!"
kDDTnT15,yes please and soon
tHCKW4Ho,Affordable access to swimming lessons offered at reasonable times for working parents are very important to the safety of the kids in our community.  I hope the pool will be affordable or free to give access to everyone.
KFCYSeUq,"They couldn’t maintain the first one properly our concern here right now is getting these roads fixed. The roads are an absolute disaster, dangerous have cost me two sets of tires"
zskW5CTp,It will be a good addition for the county and good location.  I am concerned with overall costs and if the planning/construction can be done in stages so we can all be behind the project and get at least a replacement pool in the future.
BefFvClW,"Make sure there are lap swimming and a separate exercise area and separate swim areas for kids, possibly a floating play area. A hot tub would be nice as well as a sauna. Adequate changing areas."
QZkb3OGq,"The facility should have solar on the building, and it should be installed by a local JeffCo solar installer like Cascadia Solar!"
9yCYhp1g,"I heard there will be a $20 million bond and cost could be as high as $40 million. For that kind of money, I’d prefer that we support our young people and families by offering enrichment programs. We need programs to keep and bring in younger people and families. $20 million can provide a lot of programming."
5SkJUBff,"Of course would love to have all the perks ie weight room, classes  etc. However if biting off more than our county can chew and it fails I would be glad having an efficient working centrally located pool.  I’ve been going to Mountain View pool close to 30 yrs driving from Port Hadlock.  Inside city limit pool goers can do the same it’s not that much of a stretch. I hope it can be supported throughout the county."
2CCKDIOh,I do not feel the County can afford this. We have bigger problems to solve such as affordable housing and homelessness
FbDT5r5n,It would be nice to have a pool close to home for when grandchildren come to stay for a few days.  Also nice for me to on occasion go to pool to swim.
g7CiZRcB,"i have been waterwalking in pools, etc in many countries the best ones have moving water you walk against ( i like to walk against it when it is up to my neck). 86 degrees warm is nice. note: should children(grand and great grand) visit me I would take them daily to the pool..thank you.,                     0. 86 degrees warm is nice!!"
Hmf4kVw3,very supportive
cZB6J7ew,"The needs of our community do not justify the money being discussed for a new pool. Your survey encourages delusions of grandeur, a cheap trick. Please develop a  less expensive plan in keeping with all county needs not just your pet project."
jSCK49so,"I’m very excited for this eventuality and grateful for all your efforts! The pool is a prime need considering that we are surrounded by water here.  There is a lot of energy around cold-plunging and it’s great health benefits - it would be a great complement to hot tubs & sauna if it could be included as well in the dream list to make it more accessible to folks.  Also, I know it’s a long shot, but there are a lot of kids who are looking for a good place to play soccer (both indoor and out), especially in the off-season when HJ Carroll is too soggy to use. An indoor facility and/or an outdoor artificial turf field would really benefit our local athletes, who have to travel to Clallam and Kitsap counties for good league opportunities.   Keep up the great work! Thank you"
